accommodates,bedrooms,beds,bathrooms,rating,neighbourhood,room_type,bath_type,price
1,1.0,1.0,1.0,4.67,West Woodland,Private room,private,70.0
6,3.0,5.0,1.0,4.87,Columbia City,Entire home/apt,standard,130.0
3,1.0,1.0,1.0,4.39,University District,Entire home/apt,standard,118.0
3,1.0,2.0,1.0,4.07,Ravenna,Entire home/apt,standard,119.0
4,2.0,2.0,1.0,4.89,Eastlake,Entire home/apt,standard,135.0
4,1.0,1.0,1.5,4.94,East Queen Anne,Entire home/apt,standard,136.0
2,1.0,1.0,1.0,4.93,Westlake,Entire home/apt,standard,145.0
4,1.0,1.0,1.0,4.0,University District,Entire home/apt,standard,105.0
3,1.0,1.0,1.0,4.43,University District,Entire home/apt,standard,125.0
1,1.0,1.0,1.0,4.19,Ravenna,Private room,shared,61.0
4,1.0,2.0,1.0,4.94,Adams,Entire home/apt,standard,147.0
2,0.0,1.0,1.0,4.67,Loyal Heights,Entire home/apt,standard,70.0
3,1.0,2.0,1.0,3.96,University District,Entire home/apt,standard,114.0
2,1.0,1.0,1.5,4.75,Broadview,Private room,shared,46.0
1,1.0,1.0,1.5,4.8,Broadview,Private room,shared,48.0
3,0.0,1.0,1.0,4.23,University District,Entire home/apt,standard,100.0
3,0.0,1.0,1.0,4.38,University District,Entire home/apt,standard,90.0
4,2.0,2.0,1.0,4.95,Phinney Ridge,Entire home/apt,standard,166.0
1,1.0,1.0,1.0,4.8,North Beacon Hill,Private room,shared,49.0
2,0.0,1.0,1.0,4.13,University District,Entire home/apt,standard,88.0
2,1.0,1.0,1.0,4.83,First Hill,Entire home/apt,standard,200.0
5,3.0,4.0,1.0,4.88,West Queen Anne,Entire home/apt,standard,155.0
6,3.0,3.0,2.0,4.8,West Queen Anne,Entire home/apt,standard,149.0
2,1.0,1.0,1.0,4.93,Broadway,Entire home/apt,standard,95.0
3,1.0,1.0,1.0,4.91,North Delridge,Entire home/apt,standard,90.0
2,1.0,1.0,1.0,4.85,Bryant,Private room,shared,71.0
2,1.0,2.0,1.0,4.33,University District,Entire home/apt,standard,99.0
6,1.0,1.0,1.0,4.2,University District,Entire home/apt,standard,92.0
2,1.0,1.0,1.5,4.82,Broadway,Private room,standard,76.0
4,1.0,2.0,1.0,4.94,Wallingford,Entire home/apt,standard,109.0
4,2.0,2.0,1.5,4.68,Maple Leaf,Private room,standard,60.0
3,0.0,1.0,1.0,4.97,East Queen Anne,Entire home/apt,standard,137.0
2,1.0,1.0,1.0,4.81,Greenwood,Entire home/apt,standard,82.0
1,1.0,1.0,1.5,4.69,Columbia City,Private room,shared,40.0
2,1.0,1.0,1.0,4.95,West Queen Anne,Private room,private,100.0
2,1.0,1.0,1.0,4.8,North Beacon Hill,Private room,shared,100.0
2,1.0,2.0,1.5,4.79,Broadway,Private room,standard,76.0
1,1.0,1.0,2.0,4.47,Greenwood,Private room,standard,35.0
2,1.0,1.0,1.0,4.81,Broadway,Entire home/apt,standard,80.0
3,1.0,1.0,1.0,4.87,Leschi,Entire home/apt,standard,113.0
2,1.0,1.0,1.0,4.64,Wallingford,Private room,shared,71.0
4,2.0,2.0,1.0,4.98,Green Lake,Entire home/apt,standard,194.0
2,1.0,1.0,1.0,4.9,Greenwood,Private room,private,107.0
3,1.0,1.0,1.0,4.71,North Beacon Hill,Entire home/apt,standard,89.0
1,1.0,1.0,1.0,4.87,Leschi,Private room,private,74.0
4,2.0,2.0,1.0,4.17,University District,Entire home/apt,standard,155.0
2,0.0,1.0,1.0,4.77,Seward Park,Entire home/apt,standard,124.0
4,2.0,2.0,1.0,4.96,North Beacon Hill,Entire home/apt,standard,125.0
5,2.0,2.0,1.0,4.79,Green Lake,Entire home/apt,standard,184.0
2,1.0,1.0,1.0,4.45,University District,Entire home/apt,standard,112.0
2,1.0,4.0,1.0,4.84,West Woodland,Entire home/apt,standard,115.0
4,1.0,2.0,1.0,4.91,Broadview,Entire home/apt,standard,100.0
2,1.0,1.0,1.0,4.81,Maple Leaf,Private room,shared,60.0
2,0.0,1.0,1.0,4.31,University District,Entire home/apt,standard,109.0
1,1.0,1.0,1.0,4.96,Fremont,Private room,private,66.0
6,4.0,4.0,1.0,4.95,Adams,Entire home/apt,standard,221.0
2,1.0,1.0,1.0,4.94,Ravenna,Private room,shared,70.0
2,1.0,1.0,1.0,4.86,Columbia City,Entire home/apt,standard,89.0
6,3.0,3.0,2.0,4.83,East Queen Anne,Entire home/apt,standard,191.0
5,1.0,1.0,1.0,4.65,North Beacon Hill,Entire home/apt,standard,85.0
2,1.0,1.0,1.0,4.96,North Admiral,Entire home/apt,standard,100.0
2,0.0,1.0,1.0,4.92,North Admiral,Entire home/apt,standard,112.0
2,1.0,2.0,1.0,4.92,Greenwood,Entire home/apt,standard,98.0
2,1.0,1.0,1.0,4.98,Madrona,Entire home/apt,standard,90.0
2,1.0,1.0,1.0,4.85,Leschi,Entire home/apt,standard,79.0
2,1.0,1.0,1.0,4.93,Fremont,Private room,private,69.0
1,2.0,2.0,2.0,4.8,Broadview,Private room,shared,155.0
2,1.0,1.0,1.0,4.89,Fairmount Park,Entire home/apt,standard,152.0
2,1.0,1.0,1.5,4.91,Stevens,Private room,shared,79.0
6,2.0,4.0,1.5,4.87,Adams,Entire home/apt,standard,212.0
2,1.0,1.0,1.0,4.91,East Queen Anne,Entire home/apt,standard,119.0
4,1.0,1.0,1.0,4.7,Belltown,Entire home/apt,standard,73.0
2,0.0,1.0,1.0,4.92,Fremont,Entire home/apt,standard,118.0
2,1.0,1.0,1.0,4.71,Wallingford,Private room,shared,71.0
2,0.0,1.0,1.0,4.93,Fremont,Entire home/apt,standard,95.0
2,2.0,1.0,1.0,4.96,Fremont,Entire home/apt,standard,169.0
2,1.0,1.0,1.0,4.96,Fremont,Entire home/apt,standard,179.0
2,1.0,1.0,1.0,4.62,Phinney Ridge,Entire home/apt,standard,125.0
4,0.0,1.0,1.0,4.86,North Delridge,Entire home/apt,standard,85.0
2,1.0,1.0,1.0,4.86,Atlantic,Private room,standard,71.0
2,0.0,2.0,1.0,4.13,University District,Entire home/apt,standard,93.0
6,3.0,3.0,1.0,4.81,Stevens,Entire home/apt,standard,155.0
4,1.0,1.0,1.0,4.92,North Queen Anne,Entire home/apt,standard,181.0
5,2.0,2.0,2.0,4.31,University District,Entire home/apt,standard,164.0
6,2.0,2.0,2.0,4.82,Belltown,Entire home/apt,standard,306.0
2,0.0,2.0,1.0,4.14,University District,Entire home/apt,standard,105.0
4,1.0,1.0,1.0,4.77,Adams,Entire home/apt,standard,250.0
2,1.0,1.0,1.0,4.68,Broadway,Entire home/apt,standard,80.0
2,1.0,4.0,1.0,4.92,Wallingford,Private room,shared,75.0
4,2.0,2.0,1.0,4.82,Fremont,Entire home/apt,standard,106.0
6,3.0,3.0,2.0,4.73,Mann,Entire home/apt,standard,267.0
2,1.0,1.0,1.0,3.63,University District,Entire home/apt,standard,92.0
2,0.0,1.0,1.0,4.9,Columbia City,Entire home/apt,standard,95.0
12,5.0,7.0,3.0,4.93,Adams,Entire home/apt,standard,520.0
3,1.0,1.0,1.0,4.83,North Admiral,Private room,private,75.0
4,2.0,2.0,2.5,4.79,Adams,Entire home/apt,standard,99.0
8,4.0,5.0,3.0,5.0,North Admiral,Entire home/apt,standard,239.0
4,1.0,2.0,1.0,4.51,University District,Entire home/apt,standard,146.0
2,1.0,1.0,1.0,4.86,Central Business District,Entire home/apt,standard,150.0
2,1.0,1.0,1.0,4.44,Wallingford,Entire home/apt,standard,129.0
4,1.0,1.0,1.0,4.28,University District,Entire home/apt,standard,112.0
2,0.0,1.0,1.0,4.94,West Queen Anne,Entire home/apt,standard,150.0
3,1.0,1.0,1.0,4.32,University District,Entire home/apt,standard,131.0
2,0.0,1.0,1.0,4.94,Pioneer Square,Entire home/apt,standard,191.0
2,1.0,1.0,3.0,4.87,Georgetown,Private room,shared,69.0
8,4.0,5.0,3.5,4.89,West Queen Anne,Entire home/apt,standard,718.0
4,0.0,2.0,1.0,4.94,Fremont,Entire home/apt,standard,179.0
7,2.0,2.0,1.0,4.88,Eastlake,Entire home/apt,standard,314.0
4,2.0,2.0,2.5,4.94,Pike-Market,Entire home/apt,standard,475.0
2,1.0,1.0,2.0,4.79,Central Business District,Entire home/apt,standard,205.0
4,1.0,1.0,1.0,4.44,Yesler Terrace,Entire home/apt,standard,171.0
2,1.0,1.0,1.0,4.78,Alki,Entire home/apt,standard,239.0
2,1.0,1.0,1.0,4.95,Whittier Heights,Entire home/apt,standard,200.0
2,1.0,1.0,1.0,4.76,Greenwood,Private room,private,60.0
4,1.0,3.0,1.0,4.99,Greenwood,Entire home/apt,standard,200.0
1,1.0,1.0,1.0,4.88,Greenwood,Private room,shared,60.0
2,1.0,1.0,1.0,5.0,North Queen Anne,Entire home/apt,standard,80.0
2,1.0,1.0,1.0,4.92,Columbia City,Private room,private,69.0
2,1.0,1.0,1.0,4.69,Adams,Entire home/apt,standard,129.0
4,0.0,2.0,1.0,4.17,University District,Entire home/apt,standard,112.0
2,0.0,1.0,1.0,4.96,West Woodland,Entire home/apt,standard,85.0
1,1.0,1.0,1.0,4.63,Bitter Lake,Private room,private,129.0
3,0.0,1.0,1.0,5.0,First Hill,Entire home/apt,standard,235.0
2,0.0,1.0,1.0,4.23,University District,Entire home/apt,standard,115.0
4,2.0,2.0,1.0,4.9,Wallingford,Entire home/apt,standard,135.0
1,1.0,1.0,1.0,4.83,Ravenna,Private room,shared,75.0
2,0.0,2.0,1.0,4.08,University District,Entire home/apt,standard,109.0
2,1.0,1.0,1.0,4.95,Adams,Entire home/apt,standard,95.0
6,3.0,3.0,2.0,4.98,North Admiral,Entire home/apt,standard,275.0
3,1.0,2.0,1.0,4.88,Greenwood,Entire home/apt,standard,106.0
2,1.0,1.0,1.0,4.89,West Woodland,Entire home/apt,standard,84.0
2,1.0,1.0,1.0,4.96,Whittier Heights,Entire home/apt,standard,78.0
3,1.0,2.0,1.0,4.83,Harrison/Denny-Blaine,Entire home/apt,standard,111.0
4,1.0,1.0,1.0,4.87,Phinney Ridge,Entire home/apt,standard,154.0
2,0.0,1.0,1.0,4.78,Belltown,Entire home/apt,standard,65.0
6,3.0,3.0,2.5,4.97,East Queen Anne,Entire home/apt,standard,500.0
2,1.0,1.0,1.0,4.83,Green Lake,Entire home/apt,standard,90.0
6,3.0,3.0,1.0,4.91,Wallingford,Entire home/apt,standard,156.0
6,2.0,2.0,1.0,4.91,Wallingford,Entire home/apt,standard,157.0
2,1.0,1.0,1.0,4.86,Madrona,Entire home/apt,standard,110.0
5,1.0,4.0,1.0,4.92,Fauntleroy,Private room,private,120.0
3,1.0,2.0,1.0,4.83,Fremont,Entire home/apt,standard,105.0
2,1.0,1.0,1.5,4.86,Bitter Lake,Entire home/apt,standard,115.0
2,0.0,2.0,1.0,4.81,Broadway,Entire home/apt,standard,90.0
5,2.0,1.0,1.0,4.67,Central Business District,Entire home/apt,standard,119.0
2,1.0,1.0,1.0,4.18,University District,Entire home/apt,standard,103.0
2,1.0,1.0,1.0,4.89,Leschi,Entire home/apt,standard,111.0
4,2.0,2.0,2.0,4.91,Ravenna,Entire home/apt,standard,175.0
8,3.0,7.0,3.0,4.83,Broadway,Entire home/apt,standard,295.0
6,2.0,3.0,1.5,4.87,Adams,Entire home/apt,standard,235.0
5,3.0,3.0,3.5,4.87,Lower Queen Anne,Entire home/apt,standard,800.0
2,1.0,1.0,1.0,4.95,Broadway,Entire home/apt,standard,400.0
2,0.0,2.0,1.0,4.31,University District,Entire home/apt,standard,85.0
2,1.0,1.0,1.0,4.97,Mann,Entire home/apt,standard,112.0
6,2.0,2.0,1.0,4.87,Windermere,Entire home/apt,standard,147.0
2,1.0,1.0,1.0,4.92,Lower Queen Anne,Private room,private,85.0
2,0.0,1.0,1.0,4.94,Wallingford,Entire home/apt,standard,99.0
4,0.0,2.0,1.0,4.98,Minor,Entire home/apt,standard,133.0
2,1.0,1.0,1.0,4.96,North Queen Anne,Entire home/apt,standard,115.0
5,2.0,2.0,2.0,4.85,Mount Baker,Entire home/apt,standard,134.0
4,2.0,2.0,2.0,4.95,Broadway,Entire home/apt,standard,155.0
4,1.0,1.0,1.0,4.83,Leschi,Entire home/apt,standard,100.0
3,0.0,1.0,1.0,4.74,First Hill,Entire home/apt,standard,109.0
6,2.0,3.0,1.0,4.96,Pike-Market,Entire home/apt,standard,250.0
5,2.0,2.0,2.0,4.38,University District,Entire home/apt,standard,150.0
4,1.0,1.0,1.0,4.86,Wallingford,Entire home/apt,standard,110.0
4,2.0,2.0,1.5,4.88,Bryant,Entire home/apt,standard,350.0
2,1.0,1.0,1.0,4.89,Lawton Park,Private room,private,89.0
2,1.0,1.0,1.0,4.94,Loyal Heights,Entire home/apt,standard,90.0
3,3.0,4.0,1.0,4.42,Ravenna,Entire home/apt,standard,172.0
5,2.0,3.0,1.0,4.89,Wallingford,Entire home/apt,standard,150.0
2,1.0,1.0,1.0,4.87,Phinney Ridge,Entire home/apt,standard,139.0
12,4.0,5.0,3.0,4.5,Rainier Beach,Entire home/apt,standard,200.0
1,1.0,1.0,1.0,4.6,Broadway,Private room,shared,33.0
6,2.0,5.0,1.0,4.81,First Hill,Entire home/apt,standard,159.0
4,2.0,2.0,1.0,4.95,Harrison/Denny-Blaine,Entire home/apt,standard,110.0
2,1.0,1.0,1.0,4.76,Mann,Entire home/apt,standard,90.0
2,1.0,1.0,1.0,4.98,Fremont,Entire home/apt,standard,89.0
4,2.0,3.0,1.0,4.94,Wallingford,Entire home/apt,standard,185.0
4,2.0,2.0,1.0,4.77,Seaview,Entire home/apt,standard,160.0
1,1.0,1.0,1.0,4.33,Madrona,Entire home/apt,standard,101.0
3,2.0,3.0,2.5,4.85,Victory Heights,Entire home/apt,standard,72.0
5,2.0,2.0,1.0,4.97,Lower Queen Anne,Entire home/apt,standard,274.0
2,1.0,1.0,1.0,4.83,Fremont,Entire home/apt,standard,120.0
5,3.0,3.0,2.0,4.92,Phinney Ridge,Entire home/apt,standard,124.0
1,1.0,1.0,2.0,4.67,International District,Shared room,shared,55.0
1,1.0,1.0,1.0,4.71,International District,Shared room,shared,55.0
2,1.0,1.0,2.0,4.81,East Queen Anne,Entire home/apt,standard,125.0
1,1.0,1.0,1.0,4.8,Broadway,Private room,shared,30.0
2,1.0,1.0,1.0,4.87,Minor,Private room,shared,125.0
4,2.0,2.0,1.0,4.76,Portage Bay,Entire home/apt,standard,140.0
2,1.0,1.0,1.5,4.71,Bryant,Private room,standard,58.0
2,0.0,1.0,1.0,4.87,Mann,Entire home/apt,standard,81.0
2,1.0,1.0,1.0,4.96,Minor,Private room,shared,128.0
2,1.0,1.0,1.0,4.81,North Delridge,Entire home/apt,standard,83.0
4,1.0,1.0,1.0,4.84,Minor,Entire home/apt,standard,146.0
2,1.0,1.0,1.0,4.96,Maple Leaf,Entire home/apt,standard,139.0
3,1.0,1.0,1.0,4.91,Belltown,Entire home/apt,standard,159.0
5,2.0,2.0,2.0,4.8,Lower Queen Anne,Entire home/apt,standard,136.0
4,1.0,2.0,1.0,4.9,Sunset Hill,Entire home/apt,standard,195.0
5,3.0,2.0,2.0,4.98,North Delridge,Entire home/apt,standard,206.0
5,3.0,5.0,2.5,4.82,North Admiral,Entire home/apt,standard,133.0
4,2.0,1.0,1.0,4.33,West Queen Anne,Entire home/apt,standard,175.0
6,3.0,4.0,2.5,5.0,Madrona,Entire home/apt,standard,425.0
4,1.0,1.0,1.0,4.37,University District,Entire home/apt,standard,147.0
4,2.0,2.0,1.0,4.94,Stevens,Entire home/apt,standard,149.0
6,2.0,3.0,2.5,4.92,Stevens,Entire home/apt,standard,143.0
3,1.0,1.0,1.0,4.92,Fremont,Entire home/apt,standard,120.0
4,1.0,2.0,1.0,4.84,Roosevelt,Entire home/apt,standard,118.0
2,1.0,1.0,1.0,4.88,Fairmount Park,Entire home/apt,standard,171.0
4,2.0,2.0,1.0,4.73,University District,Entire home/apt,standard,154.0
16,6.0,12.0,3.5,4.93,West Queen Anne,Entire home/apt,standard,889.0
3,1.0,2.0,1.0,4.92,Columbia City,Entire home/apt,standard,116.0
9,3.0,4.0,2.5,4.95,North Queen Anne,Entire home/apt,standard,595.0
2,1.0,1.0,1.0,4.56,North Beacon Hill,Entire home/apt,standard,84.0
2,1.0,1.0,1.0,4.97,Phinney Ridge,Entire home/apt,standard,95.0
4,1.0,1.0,1.0,4.29,University District,Entire home/apt,standard,100.0
2,0.0,1.0,1.0,4.93,Belltown,Entire home/apt,standard,121.0
2,0.0,1.0,1.0,4.76,Belltown,Entire home/apt,standard,98.0
4,1.0,3.0,1.0,4.97,Adams,Entire home/apt,standard,139.0
5,2.0,2.0,1.0,4.98,Stevens,Entire home/apt,standard,135.0
2,1.0,1.0,1.5,4.43,Ravenna,Private room,standard,78.0
2,1.0,1.0,1.0,4.8,University District,Entire home/apt,standard,75.0
2,0.0,1.0,1.0,4.87,North Admiral,Entire home/apt,standard,106.0
8,5.0,5.0,3.0,4.94,Alki,Entire home/apt,standard,325.0
3,1.0,2.0,1.0,4.89,Broadway,Entire home/apt,standard,84.0
8,5.0,6.0,3.5,4.85,Broadway,Entire home/apt,standard,700.0
1,0.0,1.0,1.0,4.92,Fremont,Entire home/apt,standard,110.0
12,5.0,6.0,2.5,4.32,Cedar Park,Entire home/apt,standard,219.0
1,1.0,1.0,1.0,4.72,Dunlap,Private room,shared,55.0
2,0.0,1.0,1.0,4.94,Mann,Entire home/apt,standard,145.0
2,1.0,1.0,1.0,4.92,Whittier Heights,Entire home/apt,standard,107.0
3,1.0,2.0,1.0,4.9,Greenwood,Entire home/apt,standard,89.0
4,2.0,2.0,2.0,4.9,Seward Park,Entire home/apt,standard,220.0
4,2.0,2.0,2.0,4.96,Belltown,Entire home/apt,standard,299.0
2,1.0,2.0,1.0,4.9,Wallingford,Entire home/apt,standard,94.0
2,1.0,1.0,1.0,4.84,Portage Bay,Entire home/apt,standard,120.0
1,1.0,1.0,1.0,4.5,Fremont,Entire home/apt,standard,110.0
4,2.0,2.0,1.0,4.84,Whittier Heights,Entire home/apt,standard,131.0
5,1.0,3.0,1.0,5.0,North Admiral,Entire home/apt,standard,159.0
4,2.0,2.0,2.5,4.93,Lower Queen Anne,Entire home/apt,standard,605.0
4,1.0,1.0,1.0,4.88,Belltown,Entire home/apt,standard,176.0
2,1.0,1.0,1.0,4.76,Broadway,Entire home/apt,standard,80.0
3,1.0,2.0,1.0,4.96,Bryant,Entire home/apt,standard,95.0
2,1.0,1.0,1.0,4.79,Bitter Lake,Entire home/apt,standard,85.0
6,3.0,4.0,2.5,4.0,Columbia City,Entire home/apt,standard,125.0
2,1.0,1.0,1.0,5.0,Wallingford,Entire home/apt,standard,113.0
4,2.0,2.0,1.5,4.97,Wallingford,Entire home/apt,standard,230.0
4,1.0,1.0,1.0,4.91,Harrison/Denny-Blaine,Entire home/apt,standard,136.0
2,1.0,1.0,1.0,4.79,North Queen Anne,Private room,private,90.0
4,2.0,2.0,2.0,4.8,Atlantic,Entire home/apt,standard,199.0
4,2.0,2.0,1.0,4.86,Phinney Ridge,Entire home/apt,standard,122.0
6,3.0,3.0,2.5,4.88,Minor,Entire home/apt,standard,239.0
3,1.0,1.0,1.0,4.93,Green Lake,Entire home/apt,standard,220.0
2,1.0,2.0,1.0,4.83,Wallingford,Entire home/apt,standard,115.0
8,4.0,4.0,2.5,4.95,Matthews Beach,Entire home/apt,standard,376.0
2,1.0,1.0,1.0,4.84,Fremont,Entire home/apt,standard,144.0
2,1.0,1.0,1.0,4.92,Stevens,Private room,private,100.0
2,1.0,1.0,1.0,5.0,Madison Park,Entire home/apt,standard,89.0
2,1.0,1.0,1.5,4.89,Greenwood,Entire home/apt,standard,95.0
2,1.0,1.0,1.0,4.93,Southeast Magnolia,Entire home/apt,standard,72.0
2,0.0,1.0,1.0,4.98,Genesee,Entire home/apt,standard,101.0
4,2.0,3.0,1.0,4.88,North Admiral,Entire home/apt,standard,188.0
6,2.0,3.0,1.0,4.15,University District,Entire home/apt,standard,155.0
4,1.0,2.0,1.5,4.81,Mann,Entire home/apt,standard,100.0
2,1.0,1.0,1.0,4.92,Mount Baker,Entire home/apt,standard,110.0
12,4.0,5.0,3.5,4.86,Lawton Park,Entire home/apt,standard,379.0
2,0.0,1.0,1.0,4.88,Georgetown,Entire home/apt,standard,185.0
2,1.0,1.0,1.0,5.0,Broadway,Entire home/apt,standard,250.0
2,1.0,1.0,1.0,4.65,Fairmount Park,Entire home/apt,standard,84.0
6,2.0,2.0,1.0,4.88,Broadview,Entire home/apt,standard,196.0
6,3.0,3.0,2.0,4.92,Olympic Hills,Entire home/apt,standard,206.0
4,2.0,2.0,1.0,4.92,Fremont,Entire home/apt,standard,160.0
2,1.0,1.0,1.0,4.56,Minor,Entire home/apt,standard,138.0
2,2.0,1.0,1.0,4.9,Adams,Entire home/apt,standard,82.0
4,2.0,3.0,1.5,4.92,Fauntleroy,Entire home/apt,standard,178.0
4,1.0,2.0,1.0,4.87,Belltown,Entire home/apt,standard,222.0
4,1.0,3.0,1.0,4.87,Minor,Entire home/apt,standard,92.0
4,2.0,2.0,2.0,4.93,Central Business District,Entire home/apt,standard,350.0
2,1.0,1.0,1.0,4.79,Fremont,Entire home/apt,standard,108.0
2,0.0,1.0,1.0,4.95,Belltown,Entire home/apt,standard,96.0
2,1.0,1.0,1.0,4.95,Seward Park,Entire home/apt,standard,129.0
5,2.0,2.0,1.5,4.78,Mann,Entire home/apt,standard,136.0
2,0.0,1.0,1.0,4.63,Broadway,Entire home/apt,standard,70.0
3,1.0,2.0,1.0,4.94,East Queen Anne,Entire home/apt,standard,150.0
6,3.0,4.0,2.5,4.7,University District,Entire home/apt,standard,222.0
3,1.0,3.0,1.0,4.94,Fremont,Private room,shared,61.0
1,1.0,1.0,1.0,4.41,Roosevelt,Private room,standard,36.0
2,1.0,1.0,1.0,4.83,North Beach/Blue Ridge,Private room,standard,105.0
1,1.0,1.0,2.0,4.67,Ravenna,Private room,shared,65.0
3,1.0,1.0,1.0,4.25,Mid-Beacon Hill,Entire home/apt,standard,200.0
4,2.0,2.0,1.0,4.98,North Admiral,Entire home/apt,standard,250.0
2,1.0,1.0,1.0,4.93,Columbia City,Entire home/apt,standard,67.0
4,2.0,2.0,1.0,4.9,Southeast Magnolia,Entire home/apt,standard,99.0
2,0.0,1.0,1.0,4.94,Stevens,Entire home/apt,standard,125.0
8,3.0,4.0,2.5,4.85,North Admiral,Entire home/apt,standard,294.0
2,1.0,1.0,1.0,4.97,Seward Park,Entire home/apt,standard,179.0
2,1.0,1.0,1.0,4.82,Minor,Private room,private,90.0
4,3.0,3.0,1.0,4.67,Green Lake,Entire home/apt,standard,325.0
5,2.0,3.0,1.0,4.81,Brighton,Entire home/apt,standard,86.0
7,2.0,6.0,2.5,4.88,Minor,Entire home/apt,standard,166.0
2,0.0,2.0,1.0,4.94,Alki,Entire home/apt,standard,85.0
4,1.0,2.0,1.0,4.19,University District,Entire home/apt,standard,110.0
4,1.0,2.0,1.0,4.86,Columbia City,Entire home/apt,standard,96.0
4,1.0,2.0,1.0,4.96,Ravenna,Entire home/apt,standard,121.0
2,1.0,1.0,1.0,4.88,Cedar Park,Private room,private,80.0
6,3.0,3.0,2.0,4.91,Georgetown,Entire home/apt,standard,151.0
3,0.0,2.0,1.0,4.96,Fairmount Park,Entire home/apt,standard,123.0
2,0.0,1.0,1.0,4.98,Broadway,Entire home/apt,standard,212.0
4,2.0,2.0,1.0,4.89,Minor,Entire home/apt,standard,125.0
4,2.0,2.0,1.0,4.82,Alki,Entire home/apt,standard,172.0
1,0.0,1.0,1.0,4.88,Maple Leaf,Entire home/apt,standard,76.0
2,0.0,1.0,1.0,4.97,Gatewood,Entire home/apt,standard,105.0
2,1.0,1.0,1.0,4.84,Mount Baker,Entire home/apt,standard,103.0
4,2.0,2.0,1.0,4.87,Eastlake,Entire home/apt,standard,102.0
2,1.0,1.0,1.0,4.79,Mann,Entire home/apt,standard,98.0
6,2.0,3.0,1.0,4.54,Fremont,Entire home/apt,standard,170.0
2,0.0,1.0,1.0,4.89,North Beacon Hill,Entire home/apt,standard,64.0
4,2.0,3.0,1.0,4.87,Maple Leaf,Entire home/apt,standard,160.0
2,1.0,1.0,1.5,4.97,Eastlake,Private room,shared,90.0
2,1.0,1.0,1.0,4.97,Maple Leaf,Entire home/apt,standard,112.0
4,4.0,4.0,2.0,4.69,Fremont,Entire home/apt,standard,389.0
2,1.0,1.0,1.0,4.89,Lawton Park,Entire home/apt,standard,75.0
7,3.0,3.0,2.5,4.89,Eastlake,Entire home/apt,standard,428.0
2,1.0,1.0,1.0,4.81,North Beach/Blue Ridge,Entire home/apt,standard,57.0
4,1.0,1.0,1.0,4.89,Fremont,Entire home/apt,standard,89.0
3,1.0,2.0,1.0,4.87,North Beacon Hill,Entire home/apt,standard,135.0
2,1.0,1.0,1.0,4.97,West Queen Anne,Entire home/apt,standard,149.0
2,1.0,1.0,1.0,4.92,First Hill,Entire home/apt,standard,129.0
2,1.0,1.0,1.0,4.96,Mid-Beacon Hill,Entire home/apt,standard,89.0
4,2.0,2.0,2.5,4.88,Minor,Entire home/apt,standard,150.0
3,1.0,1.0,1.0,4.7,University District,Entire home/apt,standard,105.0
2,1.0,1.0,1.0,4.96,Stevens,Entire home/apt,standard,75.0
2,1.0,1.0,1.0,4.87,North Queen Anne,Private room,shared,85.0
4,2.0,2.0,1.0,4.96,North Queen Anne,Entire home/apt,standard,130.0
2,1.0,1.0,1.0,5.0,Lawton Park,Private room,standard,76.0
2,0.0,1.0,1.0,4.94,Stevens,Entire home/apt,standard,125.0
4,2.0,3.0,1.0,4.89,Whittier Heights,Entire home/apt,standard,97.0
2,1.0,1.0,1.0,4.97,Green Lake,Entire home/apt,standard,95.0
4,2.0,2.0,1.0,4.82,Fairmount Park,Entire home/apt,standard,111.0
2,1.0,1.0,1.0,4.98,Southeast Magnolia,Entire home/apt,standard,199.0
8,4.0,4.0,3.0,5.0,Fauntleroy,Entire home/apt,standard,334.0
2,1.0,1.0,1.0,4.88,Interbay,Entire home/apt,standard,238.0
1,1.0,1.0,1.0,4.81,Mount Baker,Private room,shared,60.0
2,1.0,1.0,1.0,4.82,Mount Baker,Private room,shared,60.0
4,2.0,2.0,1.0,4.72,Maple Leaf,Entire home/apt,standard,81.0
2,1.0,1.0,1.0,4.85,Mount Baker,Private room,shared,60.0
2,1.0,1.0,1.0,4.86,Minor,Private room,private,114.0
3,2.0,2.0,2.0,4.89,Pike-Market,Entire home/apt,standard,169.0
2,1.0,2.0,1.0,4.75,Maple Leaf,Entire home/apt,standard,60.0
2,1.0,1.0,1.0,4.91,Briarcliff,Entire home/apt,standard,124.0
6,2.0,3.0,1.0,4.87,Fremont,Entire home/apt,standard,180.0
6,2.0,3.0,1.0,4.9,Fremont,Entire home/apt,standard,187.0
3,2.0,2.0,1.0,4.37,Ravenna,Entire home/apt,standard,146.0
2,1.0,1.0,1.0,4.9,Haller Lake,Private room,private,74.0
2,1.0,1.0,1.0,4.66,Ravenna,Entire home/apt,standard,148.0
6,3.0,3.0,3.5,4.66,Atlantic,Entire home/apt,standard,150.0
2,1.0,1.0,1.0,4.95,Adams,Entire home/apt,standard,104.0
4,2.0,2.0,1.0,5.0,Whittier Heights,Entire home/apt,standard,183.0
4,2.0,2.0,1.0,4.92,University District,Entire home/apt,standard,285.0
5,2.0,2.0,2.5,4.84,North Beacon Hill,Entire home/apt,standard,150.0
2,1.0,2.0,1.0,4.95,Alki,Entire home/apt,standard,111.0
2,1.0,1.0,1.0,4.85,Rainier Beach,Private room,private,64.0
6,3.0,4.0,2.0,4.89,Lawton Park,Entire home/apt,standard,324.0
